Ticker,Description,Company Name,Sector,Industry Group,Industry,Sub-Industry,Comment
RWT,"Redwood Trust, Inc. is a specialty finance company that is focused on the areas of housing credit. The Company operates through three segments: Residential Mortgage Banking, Business Purpose Mortgage Banking and Investment Portfolio. The Residential Mortgage Banking segment consists of a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization through its Sequoia private-label securitization program, or transfer into its investment portfolio. The Business Purpose Mortgage Banking segment consists of a platform that originates and acquires business purpose loans for subsequent securitization, sale, or transfer into its investment portfolio. The Investment Portfolio segment consists of investments sourced through its residential and business purpose mortgage banking operations. in addition, it invests in early-stage companies, which are aligned with its business across the lending, real estate and financial technology sectors.",REDWOOD TRUST INC,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,"Companies or Trusts that service, originate, purchase and/or securitize residential and/or commercial mortgage loans.  Includes trusts that invest in mortgage-backed securities and other mortgage related assets."
STWD,"Starwood Property Trust, Inc. (STWD) is a real estate investment trust. STWD's segments include Real estate commercial and residential lending, Infrastructure lending, Real estate property and Real estate investing and servicing. Real estate commercial and residential lending is engaged primarily in originating, acquiring, financing and managing commercial first mortgages, non-agency residential mortgages, subordinated mortgages, mezzanine loans, preferred equity, commercial mortgage-backed securities and residential mortgage-backed securities. Infrastructure lending segment is engaged in acquiring, financing and managing infrastructure debt investments. Real estate property is engaged primarily in acquiring and managing equity interests in stabilized commercial real estate properties, including multifamily properties and commercial properties subject to net leases, that are held for investment. Real estate investing and servicing includes a servicing business in the United States.",STARWOOD PROPERTY TRUST INC,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,"Companies or Trusts that service, originate, purchase and/or securitize residential and/or commercial mortgage loans.  Includes trusts that invest in mortgage-backed securities and other mortgage related assets."
TRTX,"TPG RE Finance Trust, Inc. is a commercial real estate finance company. The Company is a holding company and conduct its operations primarily through its subsidiary, TPG RE Finance Trust Holdco, LLC (Holdco). The Company’s principal business activity is to directly originate and acquire a diversified portfolio of commercial real estate related assets, consisting primarily of first mortgage loans and senior participation interests in first mortgage loans secured by institutional-quality properties in primary and select secondary markets in the United States. Its loans held for investment consist of bridge, light transitional, moderate transitional and construction floating rate loans. These loan categories are utilized by it to classify, define, and assess its loan investments. Its portfolio consists approximately 69 loans, which are held for investment. It owns approximately 10 acres parcel of undeveloped land near the north end of the Las Vegas Strip (the REO Property).",TPG RE FINANCE TRT INC,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,"Companies or Trusts that service, originate, purchase and/or securitize residential and/or commercial mortgage loans.  Includes trusts that invest in mortgage-backed securities and other mortgage related assets."
TWO,"Two Harbors Investment Corp. is a real estate investment trust (REIT). The Company is focused on investing in, financing and managing Agency residential mortgage-backed securities (Agency RMBS), mortgage servicing rights (MSR) and other financial assets. Its investment objective is to provide a risk-adjusted total return to its stockholders over the long term, primarily through dividends and secondarily through capital appreciation. It acquires and manages an investment portfolio of its target assets, which includes Agency RMBS, whose principal and interest payments are guaranteed by the Government National Mortgage Association (Ginnie Mae), the Federal National Mortgage Association (Fannie Mae), or the Federal Home Loan Mortgage Corporation (Freddie Mac), MSR and other financial assets. The Company is externally managed and advised by PRCM Advisers LLC (PRCM Advisers).",TWO HARBORS INVESTMENT CORP,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,"Companies or Trusts that service, originate, purchase and/or securitize residential and/or commercial mortgage loans.  Includes trusts that invest in mortgage-backed securities and other mortgage related assets."
WMC,"Western Asset Mortgage Capital Corporation is a real estate investment trust (REIT). The Company's objective is to provide attractive risk-adjusted returns to its stockholders primarily through an attractive dividend, which it intends to support with sustainable distributable earnings, as well as the potential for higher returns through capital appreciation. The Company invests in, finances, and manages a diversified portfolio of real-estate related securities, whole loans, and other financial assets. The Company's investment portfolio includes securitized commercial loans, residential whole loans, commercial loans, non-agency commercial mortgage-backed securities (CMBS), non-agency residential mortgage-backed securities (RMBS), residential bridge loans, non-qualified residential whole loans (Non-QM), government-sponsored entity (GSE) risk transfer securities, asset-backed securities (ABS) secured by a portfolio of private student loans and other investments.",WESTERN ASSET MTG CAPITAL CP,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,"Companies or Trusts that service, originate, purchase and/or securitize residential and/or commercial mortgage loans.  Includes trusts that invest in mortgage-backed securities and other mortgage related assets."
AKR,"Acadia Realty Trust is a fully-integrated equity real estate investment trust. The Company is focused on the ownership, acquisition, development, and management of retail properties located primarily in high-barrier-to-entry, supply-constrained, densely populated metropolitan areas in the United States. The Company operates through three segments: Core Portfolio, Funds and Structured Financing. The Company’s Core Portfolio consists primarily of retail properties located primarily in high-barrier-to-entry, densely-populated metropolitan areas with a long-term investment horizon. The Company’s Funds hold primarily retail real estate in which the Company co-invests with institutional investors. The Company’s Structured Financing segment consists of earnings and expenses related to notes and mortgages receivable which are held within the Core Portfolio or the Funds. The Company has ownership interests in approximately 133 properties within its core portfolio.",ACADIA REALTY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of shopping malls, outlet malls, neighborhood and community shopping centers."
ADC,"Agree Realty Corp (Agree Realty) is an integrated real estate investment trust (REIT) primarily focused on the ownership, acquisition, development and management of retail properties. The Company operates a portfolio of approximately 1,404 properties, located in 47 states and containing approximately 29.1 million square feet of gross leasable area. The Company's properties include AAMCO, AARON'S Rents, Page, Arizona, AARON'S Rents, Bullhead City, Arizona, AARON'S RENTS, Elk City, Oklahoma, Advance Auto Parts, Saginaw, Michigan, Advance Auto Parts, Sidney, Ohio, AT&T St. Robert, Missouri, AT&T St. Robert, Missouri, Academy Sports McKinney, Texas, ALDI Columbus, Georgia, Amazon Fresh Bloomingdale, Illinois, AMC Springfield, Missouri and more. Its portfolio of properties is located at Texas, Illinois, Michigan, Ohio, North Carolina, Florida, New Jersey, California, Pennsylvania, New York, Georgia, Virginia, Wisconsin and Connecticut. ",AGREE REALTY CORP,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of shopping malls, outlet malls, neighborhood and community shopping centers."
ALEX,"Alexander & Baldwin, Inc. is a real estate investment trust (REIT). Its segments include Commercial Real Estate (CRE), Land Operations, and Materials & Construction (M&C). The CRE segment functions as a vertically integrated commercial real estate company with core competencies in investments and acquisitions; construction and development; and in-house leasing and property management. The Land Operations segment includes Company's assets and landholdings that are subject to the Company's simplification and monetization effort. The M&C segment operates asphalt paving contractors; imports and sells liquid asphalt; mines, processes and sells rock and sand aggregates; produces and sells asphaltic concrete; provides and sells various construction- and traffic-control-related products. It owns and operates approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 11 industrial assets and four office properties, as well as 143 acres of ground leases.",ALEXANDER & BALDWIN INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,A company or Trust with significantly diversified operations across two or more property types.
ALX,"Alexander's, Inc. is a real estate investment trust (REIT) engaged in leasing, managing, developing and redeveloping its properties. The Company is managed by, and its properties are leased and developed by, Vornado Realty Trust. It has six properties in the greater New York City metropolitan area consisting of 731 Lexington Avenue is an approximately 1,079,000 square foot multi-use building, comprising the entire block bounded by Lexington Avenue, East 59th Street, Third Avenue and East 58th Street in Manhattan; Rego Park I is an approximately 338,000 square foot shopping center, located on Queens Boulevard and 63rd Road in Queens; Rego Park II is an approximately 615,000 square foot shopping center, adjacent to the Rego Park I shopping center in Queens; The Alexander apartment tower, located above its Rego Park II shopping center, contains approximately 312, and Flushing is an approximately 167,000 square foot building, located on Roosevelt Avenue and Main Street in Queens.",ALEXANDER'S INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of shopping malls, outlet malls, neighborhood and community shopping centers."
ARE,"Alexandria Real Estate Equities, Inc. is a real estate investment trust (REIT). The Company owns, operates, develops and is focused on collaborative life science, agtech, and technology campuses in various cluster locations. It develops urban cluster campuses and ecosystems. Its properties are primarily located in various locations, including Greater Boston, the San Francisco Bay Area, New York City, San Diego, Seattle, Maryland, and Research Triangle. It has approximately 414 properties in North America containing approximately 43.7 million rentable square feet (RSF) of operating properties and development and redevelopment of new Class A properties (under construction), including 54 properties that are held by consolidated real estate joint ventures and four properties that are held by unconsolidated real estate joint ventures. Its properties include 601, 611, and 651 Gateway Boulevard; Alexandria Center for Life Science-Durham; 275 Grove Street; SD Tech by Alexandria, and Other.",ALEXANDRIA R E EQUITIES INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of office properties."
PINE,"Alpine Income Property Trust, Inc. is a real estate investment trust that acquires, owns and operates a portfolio of net leased commercial income properties in the United States. The Company's investment objective is to maximize cash flow and value per share by generating growing cash flows and risk-adjusted returns through owning, operating and growing a portfolio of net leased commercial properties. Its portfolio is comprised of net leased properties primarily located in or in close proximity to prime Metropolitan Statistical Areas and other markets in the United States. The properties in its portfolio are primarily triple-net leases, which requires the tenant to pay all of the property operating expenses, such as real estate taxes, insurance, assessments and other governmental fees, utilities, repairs and maintenance and certain capital expenditures. Its portfolio consists of approximately 112 net leased retail properties located in approximately 76 markets in 32 states.",ALPINE INCOME PROPERTY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,A company or Trust with significantly diversified operations across two or more property types.
AAT,"American Assets Trust, Inc. is a full service, vertically integrated and self-administered real estate investment trust (REIT). The Company owns, operates, acquires, and develops high quality office, retail, multifamily and mixed-use properties in attractive, high-barrier-to-entry markets in Southern California, Northern California, Oregon, Washington, Texas, and Hawaii. The Company operates in four business segments: office, retail, multifamily and mixed-use. The Company’s portfolio is comprised of approximately 12 retail shopping centers; over 11 office properties; a mixed-use property consisting of approximately 369-room all-suite hotel and a retail shopping center; and over six multifamily properties. It also owned land at three of its properties that is classified as held for development and construction in progress. The Company’s markets include San Diego, California; San Francisco, California; Portland, Oregon; Bellevue, Washington and Oahu, Hawaii.",AMERICAN ASSETS TRUST INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,A company or Trust with significantly diversified operations across two or more property types.
AMH,"American Homes 4 Rent is an internally managed Maryland real estate investment trust (REIT). The Company is focused on acquiring, developing, renovating, leasing, and operating single-family homes as rental properties. Its primary objective is to generate attractive risk-adjusted returns for its shareholders through dividends and capital appreciation by acquiring, developing, renovating, leasing and operating single-family homes as rental properties. The Company holds approximately 57,024 single-family properties in selected sub-markets of metropolitan statistical areas (MSAs) within 22 states. Its integrated operating platform provides property management, acquisitions, development, marketing, leasing, financial, and administrative functions. Its subsidiaries include American Homes 4 Rent SFR, LLC, ARPI REIT, LLC, American Residential GP, LLC, and American Homes 4 Rent, L.P.",AMERICAN HOMES 4 RENT,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
AMT,"American Tower Corporation is a holding company. The Company operates as a real estate investment trust (REIT), which owns, operates and develops multitenant communications real estate. Its segments include U.S. & Canada property, Asia-Pacific property, Africa property, Europe property and Latin America property. Its U.S. & Canada property segment includes operations in Canada and the United States. Its Asia-Pacific property segment includes operations in Australia, Bangladesh, India and the Philippines. The Africa property segment includes operations in Burkina Faso, Ghana, Kenya, Niger, Nigeria, South Africa and Uganda. The Europe property segment includes operations in France, Germany, Spain and Poland. The Latin America property segment includes operations in Argentina, Brazil, Chile, Colombia, Costa Rica, Mexico, Paraguay and Peru. It also offers data center property operations in the United States. The Company offers tower-related services in the United States.",AMERICAN TOWER CORP,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties not classified elsewhere. Includes trusts that operate and invest in storage properties. It also includes REITs that do not generate a majority of their revenues and income from real estate rental and leasing operations."
COLD,"Americold Realty Trust, Inc. is a real estate investment trust, which is focused on the ownership, operation and development of temperature-controlled warehouses. It operates a global network of approximately 249 temperature-controlled warehouses encompassing 1.5 billion cubic feet, with 201 warehouses in North America, 27 in Europe, 18 in Asia-Pacific and three in South America. It operates through three segments. Warehouse segment provides temperature-controlled warehouse storage and related handling, and other warehouse services. The segment collects rent and storage fees from customers to store their frozen and perishable food and other products within its real estate portfolio. Its third-party managed segment manages warehouses on behalf of third parties and provides warehouse management services to food retailers, and manufacturers in customer-owned facilities. Its transportation segment offers consolidation services, freight under management services and transportation services.",AMERICOLD REALTY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of industrial properties. Includes companies operating industrial warehouses and distribution properties."
AIV,"Apartment Investment and Management Company is a self-administered and self-managed real estate investment trust (REIT). The Company operates through three segments: Development and Redevelopment, Operating, and Other. Development and Redevelopment segment includes properties, which are under construction, in pre-construction, or have not achieved stabilization, as well as land assemblages that are being held for development adjacent to The Hamilton community and other land purchases. The Development and Redevelopment segment also includes its five leased properties; two are under construction and three are operational but have not achieved stabilization. Operating segment includes approximately 24 residential apartment communities that have achieved stabilized level of operations and maintained it throughout the year and comparable period. Other segment includes its recent Eldridge Townhomes acquisition, stabilized but not owned, and 1001 Brickell Drive, its only office building.",APARTMENT INVST & MGMT CO,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
APLE,"Apple Hospitality REIT, Inc. is a self-advised real estate investment trust (REIT) that invests in income-producing real estate, primarily in the lodging sector, in the United States. The Company owns approximately 219 hotels with an aggregate of 28,700 guest rooms located in 36 states. The Company’s hotels operate under various brands, such as Hampton, Hilton Garden Inn, Courtyard, Fairfield, Residence Inn, Homewood Suites, SpringHill Suites, Home2 Suites, TownePlace Suites, Hyatt Place, Marriott, Embassy Suites, Independent, Aloft and Hyatt House. Its hotels are located in various states within the United States, including Alabama, Alaska, Arizona, Arkansas, California, Colorado, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nebraska, New Jersey, New York, North Carolina, Ohio, Oregon, Oklahoma, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Virginia, Washington and Wisconsin.",APPLE HOSPITALITY REIT INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of hotel and resort properties. "
AHH,"Armada Hoffler Properties, Inc. is a vertically integrated, self-managed real estate investment trust (REIT). The Company is engaged in developing, building, acquiring, and managing office, retail and multifamily properties located primarily in the Mid-Atlantic and Southeastern United States. The Company also provides general construction and development services to third-party clients, in addition to developing and building properties. The Company operates through four segments: office real estate, retail real estate, multifamily residential real estate, and general contracting and real estate services. The Company's general contracting, and real estate services business develops and builds properties for its own account and provides construction and development services to both related and third parties. The Company leases its properties under operating leases and recognizes base rents when earned on a straight-line basis over the lease term.",ARMADA HOFFLER PROPERTIES,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,A company or Trust with significantly diversified operations across two or more property types.
AHT,"Ashford Hospitality Trust, Inc. is a real estate investment trust (REIT). The Trust's portfolio consists of upscale hotels and upper upscale full-service hotels. The Trust is focused on investing in upper upscale full-service hotels in the United States. It owns its lodging investments and conducts its business through Ashford Hospitality Limited Partnership (Ashford Trust OP), its operating partnership. Its hotel properties are primarily branded under the upscale and upper upscale brands of Hilton, Hyatt, Marriott and Intercontinental Hotel Group. The Trust has interests in approximately 100 consolidated hotel properties, including about 98 directly owned and two owned through a majority-owned investment in a consolidated entity. It also owns an interest in approximately 88 hotel condominium units at WorldQuest Resort in Orlando, Florida (WorldQuest) and approximately 16.7% ownership in OpenKey. Ashford Hospitality Advisors LLC is the investment advisor of the Trust.",ASHFORD HOSPITALITY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of hotel and resort properties. "
AVB,"AvalonBay Communities, Inc. is a real estate investment trust (REIT). The Company's segments include Same Store, Other Stabilized and Development/Redevelopment. The Company develops, redevelops, acquires, owns and operates multifamily apartment communities in New England, the New York/New Jersey metro area, the Mid-Atlantic, the Pacific Northwest, and Northern and Southern California, as well as in its expansion markets of Raleigh-Durham and Charlotte, North Carolina, Southeast Florida, Dallas and Austin, Texas, and Denver, Colorado. It focuses on metropolitan areas in these regions. It owns or holds a direct or indirect ownership interest in approximately 278 operating apartment communities containing 81,803 apartment homes in 12 states and the District of Columbia and 17 wholly owned apartment communities under development. The Company operates under four core brands: Avalon, AVA, eaves by Avalon and Kanso.",AVALONBAY COMMUNITIES INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
BRG,"Bluerock Residential Growth REIT, Inc. is a real estate investment trust (REIT). The Company's objective is to maximize long-term stockholder value by acquiring and developing well-located institutional-quality multifamily apartment communities and single-family residential homes in knowledge economy growth markets across the United States. Its segments include multifamily apartment communities (Multifamily) and single-family residential homes (Single-family). It diversifies through investments in both infill first-ring suburban single-family residential and multifamily properties. Its business consists of owning and operating residential investments that generate rental and other property-related income through the leasing of units to a diverse base of tenants. The Company holds approximately 78 real estate investments, consisting of forty-nine consolidated operating investments and twenty-nine investments held through preferred equity, loan, or ground lease investments.",BLUEROCK RESIDENTIAL GROWTH,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
BXP,"Boston Properties, Inc. is a self-administered and self-managed real estate investment trust (REIT). The Company develops, owns, and manages primarily Class A office properties in the United States. Its segments by geographic area are Boston, Los Angeles, New York, San Francisco, Seattle, and Washington, District of Columbia. The Company's segments by property type include Office, Residential, and Hotel. The Company's complete portfolio totals 53.2 million square feet and 192 properties, including twelve properties under construction/redevelopment. Its properties include 172 office properties, 12 retail properties, seven residential properties (including one residential property under construction), and one hotel. The Company's tenant base includes sectors, technology and media, legal services, and life sciences.",BOSTON PROPERTIES INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of office properties."
BHR,"Braemar Hotels & Resorts Inc. is a real estate investment trust (REIT) that invests primarily in high revenue per available room (RevPAR), luxury hotels and resorts. The Company conducts its business and owns all of its assets through its operating partnership, Braemar Hospitality Limited Partnership (Braemar OP). It operates in the direct hotel investment segment of the hotel lodging industry. It owns interests in approximately 14 hotel properties in six states, the District of Columbia and St. Thomas, the United States, Virgin Islands with approximately 3,875 total rooms. The Company owns 12 of its hotel properties directly, and the remaining two hotel properties through an investment in a majority-owned consolidated entity. The Company's hotel properties include Marriott Seattle Waterfront, Sofitel Chicago Magnificent Mile, The Ritz-Carlton St. Thomas, The Ritz-Carlton Sarasota, Bardessono Hotel and Spa, The Ritz-Carlton Lake Tahoe, Pier House Resort & Spa, and Dorado Beach. ",BRAEMAR HOTELS & RESORTS INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of hotel and resort properties. "
BDN,"Brandywine Realty Trust is a self-administered and self-managed real estate investment trust (REIT) engaged in the acquisition, development, redevelopment, ownership, management, and operation of a portfolio of office and mixed-use properties. It operates through five segments: Philadelphia Central Business District (Philadelphia CBD); Pennsylvania Suburbs; Austin, Texas; Metropolitan Washington, D.C., and Other. The Philadelphia CBD segment includes properties located in the City of Philadelphia in Pennsylvania. The Pennsylvania Suburbs segment includes properties in Chester, Delaware and Montgomery counties in the Philadelphia suburbs. The Austin, Texas segment includes properties in the City of Austin, Texas. The Metropolitan Washington, D.C. segment includes properties in Northern Virginia, Washington, D.C. and Southern Maryland. The Other segment includes properties in Camden County, New Jersey and New Castle County, Delaware. The Company owns approximately 77 properties.",BRANDYWINE REALTY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of office properties."
BRX,"Brixmor Property Group Inc. is an internally-managed real estate investment trust (REIT). The Company conducts its operations primarily through Brixmor Operating Partnership LP and subsidiaries (collectively, the Operating Partnership). The Company engages in the ownership, management, leasing, acquisition, disposition, and redevelopment of retail shopping centers through the Operating Partnership. The Company’s projects include Dickson City Crossings, East Port Plaza, Fox Run, Gateway Plaza, Old Bridge Gateway, Pointe Orlando, Shops at Palm Lakes, Stewart Plaza, Tinley Park Plaza, Tyrone Gardens, Vail Ranch Center, Venice Village, Village at Mira Mesa and Westminster City Center. The Company’s national portfolio is primarily located within established trade areas in the top 50 Metropolitan Statistical Areas in the United States, and its shopping centers are primarily anchored by non-discretionary and value-oriented retailers, as well as consumer-oriented service providers.",BRIXMOR PROPERTY GROUP INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of shopping malls, outlet malls, neighborhood and community shopping centers."
BRT,"BRT Apartments Corp. is a real estate investment trust (REIT). The Company is focused on the ownership, operation and development of multi-family properties. These activities are primarily conducted through joint ventures in which the Company has an equity interest in the entity owning the property. The Company operates through Multi-Family Real Estate segment. The Multi-Family Real Estate segment includes the ownership, operation and development of multi-family properties. The Company owns approximately 40 properties with 11,362 units located across 12 states. It also owns and operates various other real estate assets. ",BRT APARTMENTS CORP,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
CPT,"Camden Property Trust is a real estate investment trust (REIT). The Company and its subsidiaries are primarily engaged in the ownership, management, development, redevelopment, acquisition, and construction of multifamily apartment communities. It owns interests in and operates approximately 170 multifamily properties consisting of 58,055 apartment homes across the United States. The Company has five properties under construction, which consist of approximately 1,773 apartment homes. In addition, it owns other land holdings for the development of multifamily apartment communities. The Company's properties consist of mid-rise buildings or two- and three-story buildings in a landscaped setting, as well as high-rise buildings, and provide residents with a variety of amenities common to multifamily rental properties. Its properties are located in Arizona, California, Colorado, Florida, Georgia, North Carolina, Washington District of Columbia (DC) Metro and Texas, among others.",CAMDEN PROPERTY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of residential properties including multifamily homes, apartments, manufactured homes and student housing properties"
CTRE,"CareTrust REIT, Inc. is a self-administered, self-managed real estate investment trust (REIT). The Company is primarily engaged in the ownership, acquisition, development and leasing of skilled nursing, seniors housing and other healthcare-related properties. The Company’s real estate portfolio consists of skilled nursing facilities (SNFs), multi-service campuses, assisted living facilities (ALFs) and independent living facilities (ILFs). SNFs are licensed healthcare facilities that provide restorative, rehabilitative and nursing care for people. ALFs have licensed healthcare facilities that provide personal care services, support and housing for those who need help with activities of daily living, such as bathing, eating and dressing and medical care. ILFs, also known as retirement communities or senior apartments. ILF consists of entirely self-contained apartments, complete with their own kitchens, baths and individual living spaces, as well as parking.",CARETRUST REIT INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties serving the health care industry, including hospitals, nursing homes, and assisted living properties."
CBL,"CBL & Associates Properties, Inc. (CBL) is a self-managed, self-administered, fully integrated real estate investment trust (REIT). The Company owns, develops, acquires, leases, manages, and operates regional shopping malls, outlet centers, lifestyle centers, open-air centers, and other properties. The Company's owned and managed portfolio is comprised of approximately 95 properties, including 57 enclosed malls, outlet centers, and lifestyle retail centers, and 30 open-air centers and other assets. Its properties are located in approximately 24 states and are primarily in the southeastern and midwestern United States. CBL conducts substantially all its business through CBL & Associates Limited Partnership (the Operating Partnership), which is a variable interest entity. Its properties include Parkdale Crossing, Parkdale Mall, Harford Mall Annex, Harford Mall, Kirkwood Mall, Eastland Mall, Brookfield Square, Sunrise Commons, Sunrise Mall, Alamance Crossing, and Northgate Mall. ",CBL & ASSOCIATES PPTYS INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of shopping malls, outlet malls, neighborhood and community shopping centers."
CLDT,"Chatham Lodging Trust is a real estate investment trust (REIT). The Company primarily invest in upscale extended-stay service hotels. It also invests in upscale or upper upscale all-suite hotels. All of the Company's assets are held by, and all of its operations are conducted through Chatham Lodging, L.P. (the Operating Partnership). The Company owns approximately 39 hotels with an aggregate of 5,914 rooms located in 16 states and the District of Columbia. The Company's hotels included upscale extended-stay hotels that operate under the Residence Inn by Marriott brand, Homewood Suites by Hilton brand and the TownePlace Suites by Marriott brand, as well as premium-branded select service hotels that operate under the Courtyard by Marriott brand, the Hampton Inn or Hampton Inn and Suites by Hilton brand, the Hilton Garden Inn by Hilton brand, the SpringHill Suites by Marriott brand, the Hyatt Place brand, and all-suite hotels that operate under the upper scale Embassy Suites brand.",CHATHAM LODGING TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Hotel & Resort REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of hotel and resort properties. "
CMCT,"Creative Media & Community Trust Corporation is a real estate investment trust. The Company primarily owns and operates Class A and office real estate assets in metropolitan communities throughout the United States. The Company's segments consist of two types of commercial real estate properties, namely office and hotel, as well as a segment for its lending business. The products for the Company's office segment primarily include rental of office space and other tenant services, including tenant reimbursements, parking, and storage space rental. The products for the Company's hotel segment include operations of hotel properties and a garage located directly across the street from the hotel. The Company's lending segment includes the sale of the government-guaranteed portion of loans receivable, income from the yield on its loans receivable, and other related fee income earned on its loans receivable. The Company is operated by affiliates of CIM Group, L.P. (CIM Group).",CIM COMMERICAL TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of office properties."
CIO,"City Office REIT, Inc. is an internally managed real estate investment trust (REIT). The Company is focused on acquiring, owning, and operating office properties located in the Southern and Western United States. The Company owns 64 office buildings with a total of approximately 5.2 million square feet of net rentable area (NRA) in the metropolitan areas of Dallas, Denver, Orlando, Phoenix, Portland, Seattle and Tampa. The Company's properties include Pima Center, Camelback Square, The Quad, Papago Tech, Park Tower, City Center, Carillon Point, Central Fairwinds, Greenwood Blvd, Cascade Station and Canyon Park. ",CITY OFFICE REIT INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs ,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of office properties."
